	Gait LB - IOR 1.c3d	Gait LB - IOR 1.c3d	Gait LB - IOR 2.c3d	Gait LB - IOR 2.c3d	Gait LB - IOR 3.c3d	Gait LB - IOR 4.c3d	Static.c3d
50	-1.24	1.51	4.41	1.77	2.02	1.92	-1.28
51	-0.29	2.46	5.32	2.70	2.80	2.91	-1.28
52	0.77	3.48	6.20	3.67	3.61	3.98	-1.28
53	1.92	4.56	7.00	4.62	4.41	5.09	-1.28
54	3.10	5.62	7.65	5.50	5.16	6.18	-1.28
55	4.27	6.60	8.09	6.24	5.82	7.15	-1.28
56	5.34	7.39	8.28	6.78	6.31	7.87	-1.28
57	6.23	7.93	8.20	7.06	6.59	8.25	-1.28
58	6.87	8.17	7.89	7.08	6.64	8.22	-1.28
59	7.20	8.11	7.39	6.88	6.44	7.80	-1.28
60	7.24	7.81	6.78	6.53	6.06	7.06	-1.28
61	7.03	7.35	6.11	6.09	5.54	6.15	-1.28
62	6.66	6.83	5.40	5.60	4.97	5.17	-1.28
63	6.22	6.31	4.66	5.06	4.38	4.19	-1.28
64	5.77	5.81	3.91	4.45	3.77	3.25	-1.28
65	5.31	5.33	3.13	3.76	3.13	2.32	-1.28
66	4.82	4.83	2.33	2.96	2.45	1.42	-1.28
67	4.26	4.27	1.51	2.07	1.72	0.56	-1.28
68	3.59	3.62	0.69	1.10	0.95	-0.22	-1.28
69	2.81	2.85	-0.14	0.10	0.20	-0.90	-1.28
70	1.96	1.97	-0.94	-0.87	-0.50	-1.48	-1.28
71	1.07	1.03	-1.69	-1.77	-1.11	-1.92	-1.28
72	0.21	0.09	-2.37	-2.58	-1.61	-2.22	-1.28
73	-0.58	-0.76	-2.94	-3.25	-2.00	-2.39	-1.28
74	-1.26	-1.48	-3.41	-3.76	-2.29	-2.44	-1.28
75	-1.79	-2.05	-3.76	-4.11	-2.50	-2.42	-1.28
76	-2.18	-2.47	-4.00	-4.30	-2.66	-2.38	-1.28
77	-2.43	-2.77	-4.14	-4.36	-2.78	-2.36	-1.28
78	-2.56	-2.97	-4.19	-4.31	-2.88	-2.36	-1.28
79	-2.60	-3.10	-4.16	-4.19	-2.96	-2.39	-1.28
80	-2.58	-3.18	-4.07	-4.03	-3.01	-2.41	-1.28
81	-2.51	-3.22	-3.96	-3.87	-3.05	-2.42	-1.28
82	-2.43	-3.24	-3.85	-3.71	-3.06	-2.41	-1.28
83	-2.36	-3.26	-3.75	-3.60	-3.07	-2.38	-1.28
84	-2.32	-3.28	-3.66	-3.54	-3.07	-2.37	-1.28
85	-2.32	-3.31	-3.58	-3.54	-3.07	-2.37	-1.28
86	-2.35	-3.35	-3.49	-3.60	-3.07	-2.39	-1.28
87	-2.38	-3.37	-3.37	-3.69	-3.05	-2.45	-1.28
88	-2.36	-3.38	-3.22	-3.81	-3.00	-2.53	-1.28
89	-2.28	-3.35	-3.01	-3.90	-2.90	-2.65	-1.28
90	-2.12	-3.29	-2.75	-3.91	-2.74	-2.79	-1.28
91	-1.90	-3.21	-2.44	-3.78	-2.52	-2.95	-1.29
92	-1.64	-3.11	-2.08	-3.46	-2.28	-3.10	-1.29
93	-1.38	-2.99	-1.66	-2.96	-2.06	-3.23	-1.29
94	-1.14	-2.87	-1.21	-2.30	-1.88	-3.30	-1.29
95	-0.95	-2.74	-0.74	-1.58	-1.79	-3.28	-1.29
96	-0.86	-2.62	-0.30	-0.92	-1.81	-3.16	-1.29
97	-0.90	-2.50	0.03	-0.46	-1.99	-2.94	-1.29
98	-1.13	-2.42	0.16	-0.36	-2.32	-2.70	-1.29
99	-1.61	-2.42	-0.00	-0.67	-2.84	-2.53	-1.29
100	-2.34	-2.56	-0.51	-1.40	-3.51	-2.53	-1.29
101	-3.25	-2.88	-1.33	-2.41	-4.27	-2.74	-1.29
