	Gait LB - IOR 1.c3d	Gait LB - IOR 1.c3d	Gait LB - IOR 2.c3d	Gait LB - IOR 2.c3d	Gait LB - IOR 3.c3d	Gait LB - IOR 4.c3d	Static.c3d
52	-2.12	-1.81	-2.98	-3.22	-1.37	-2.59	-2.05
53	-2.32	-1.99	-3.22	-3.42	-1.64	-2.86	-2.05
54	-2.56	-2.20	-3.51	-3.67	-1.97	-3.19	-2.05
55	-2.81	-2.43	-3.85	-3.96	-2.34	-3.58	-2.05
56	-3.09	-2.68	-4.22	-4.31	-2.74	-4.03	-2.05
57	-3.39	-2.94	-4.60	-4.69	-3.18	-4.54	-2.05
58	-3.70	-3.19	-4.99	-5.10	-3.62	-5.07	-2.05
59	-4.01	-3.44	-5.35	-5.52	-4.05	-5.60	-2.05
60	-4.32	-3.65	-5.67	-5.93	-4.46	-6.09	-2.05
61	-4.62	-3.83	-5.94	-6.31	-4.83	-6.50	-2.05
62	-4.90	-3.97	-6.14	-6.63	-5.15	-6.82	-2.05
63	-5.16	-4.06	-6.26	-6.87	-5.41	-7.04	-2.05
64	-5.36	-4.09	-6.30	-7.01	-5.60	-7.16	-2.05
65	-5.52	-4.08	-6.26	-7.06	-5.72	-7.19	-2.05
66	-5.61	-4.01	-6.14	-7.02	-5.77	-7.13	-2.05
67	-5.63	-3.90	-5.96	-6.89	-5.75	-7.01	-2.05
68	-5.58	-3.74	-5.72	-6.68	-5.66	-6.83	-2.05
69	-5.47	-3.54	-5.44	-6.42	-5.52	-6.60	-2.05
70	-5.30	-3.30	-5.14	-6.11	-5.33	-6.33	-2.05
71	-5.08	-3.04	-4.82	-5.76	-5.11	-6.02	-2.05
72	-4.82	-2.77	-4.52	-5.40	-4.86	-5.69	-2.05
73	-4.53	-2.48	-4.22	-5.02	-4.59	-5.34	-2.05
74	-4.23	-2.19	-3.94	-4.65	-4.32	-4.98	-2.05
75	-3.93	-1.91	-3.69	-4.29	-4.04	-4.63	-2.05
76	-3.64	-1.65	-3.47	-3.96	-3.76	-4.29	-2.05
77	-3.36	-1.41	-3.28	-3.66	-3.50	-3.97	-2.05
78	-3.11	-1.19	-3.12	-3.40	-3.25	-3.68	-2.05
79	-2.88	-1.01	-3.00	-3.19	-3.02	-3.41	-2.05
80	-2.68	-0.86	-2.92	-3.02	-2.82	-3.17	-2.05
81	-2.52	-0.73	-2.87	-2.88	-2.65	-2.95	-2.05
82	-2.38	-0.63	-2.85	-2.79	-2.51	-2.76	-2.05
83	-2.27	-0.54	-2.86	-2.73	-2.40	-2.61	-2.05
84	-2.18	-0.47	-2.89	-2.69	-2.33	-2.49	-2.05
85	-2.12	-0.43	-2.93	-2.69	-2.28	-2.41	-2.05
86	-2.09	-0.40	-2.99	-2.71	-2.25	-2.37	-2.05
87	-2.09	-0.39	-3.07	-2.75	-2.25	-2.38	-2.05
88	-2.13	-0.41	-3.16	-2.82	-2.25	-2.43	-2.05
89	-2.20	-0.47	-3.26	-2.92	-2.26	-2.52	-2.05
90	-2.31	-0.55	-3.38	-3.04	-2.29	-2.65	-2.05
91	-2.43	-0.65	-3.51	-3.17	-2.31	-2.80	-2.05
92	-2.57	-0.77	-3.63	-3.32	-2.34	-2.97	-2.05
93	-2.71	-0.90	-3.76	-3.47	-2.38	-3.15	-2.05
94	-2.83	-1.02	-3.86	-3.61	-2.41	-3.33	-2.05
95	-2.93	-1.14	-3.95	-3.74	-2.44	-3.51	-2.05
96	-2.99	-1.25	-4.01	-3.85	-2.46	-3.68	-2.05
97	-3.03	-1.33	-4.03	-3.91	-2.47	-3.82	-2.05
98	-3.03	-1.41	-4.01	-3.93	-2.46	-3.92	-2.05
99	-3.01	-1.46	-3.94	-3.89	-2.43	-3.96	-2.05
100	-2.95	-1.48	-3.82	-3.79	-2.38	-3.93	-2.05
101	-2.86	-1.49	-3.64	-3.61	-2.29	-3.82	-2.05
