	Gait LB - IOR 1.c3d	Gait LB - IOR 1.c3d	Gait LB - IOR 2.c3d	Gait LB - IOR 3.c3d	Gait LB - IOR 4.c3d	Static.c3d
45	-18.61	-18.16	-18.04	-15.53	-20.64	-8.71
46	-19.35	-18.91	-18.88	-16.38	-21.35	-8.71
47	-20.04	-19.61	-19.66	-17.17	-22.01	-8.71
48	-20.65	-20.25	-20.38	-17.90	-22.64	-8.71
49	-21.17	-20.82	-21.01	-18.57	-23.22	-8.71
50	-21.60	-21.30	-21.55	-19.15	-23.73	-8.71
51	-21.93	-21.66	-21.98	-19.62	-24.15	-8.71
52	-22.15	-21.89	-22.28	-19.96	-24.45	-8.71
53	-22.25	-21.96	-22.41	-20.13	-24.58	-8.71
54	-22.19	-21.83	-22.35	-20.10	-24.50	-8.72
55	-21.97	-21.46	-22.07	-19.82	-24.18	-8.72
56	-21.55	-20.84	-21.54	-19.28	-23.58	-8.72
57	-20.91	-19.92	-20.75	-18.45	-22.71	-8.72
58	-20.02	-18.70	-19.68	-17.33	-21.54	-8.72
59	-18.88	-17.19	-18.33	-15.95	-20.10	-8.72
60	-17.47	-15.39	-16.71	-14.32	-18.40	-8.72
61	-15.80	-13.35	-14.86	-12.49	-16.49	-8.72
62	-13.91	-11.11	-12.81	-10.51	-14.41	-8.72
63	-11.82	-8.74	-10.61	-8.42	-12.21	-8.72
64	-9.60	-6.29	-8.32	-6.29	-9.92	-8.72
65	-7.29	-3.83	-5.99	-4.15	-7.61	-8.72
66	-4.97	-1.41	-3.68	-2.05	-5.29	-8.72
67	-2.66	0.93	-1.41	0.00	-3.00	-8.72
68	-0.42	3.17	0.78	1.99	-0.76	-8.72
69	1.74	5.31	2.88	3.89	1.42	-8.72
70	3.81	7.35	4.90	5.70	3.51	-8.72
71	5.77	9.30	6.83	7.43	5.51	-8.72
72	7.64	11.16	8.67	9.08	7.42	-8.72
73	9.42	12.93	10.43	10.64	9.23	-8.72
74	11.11	14.61	12.13	12.13	10.95	-8.72
75	12.71	16.19	13.75	13.54	12.57	-8.72
76	14.22	17.64	15.31	14.88	14.09	-8.72
77	15.63	18.96	16.80	16.14	15.51	-8.72
78	16.93	20.11	18.21	17.32	16.83	-8.72
79	18.10	21.08	19.51	18.41	18.04	-8.72
80	19.13	21.86	20.71	19.39	19.11	-8.72
81	19.99	22.43	21.77	20.25	20.03	-8.72
82	20.66	22.80	22.68	20.99	20.77	-8.72
83	21.15	22.97	23.42	21.57	21.34	-8.72
84	21.42	22.96	23.99	22.02	21.70	-8.72
85	21.49	22.78	24.37	22.31	21.88	-8.72
86	21.36	22.43	24.57	22.48	21.88	-8.72
87	21.03	21.94	24.59	22.51	21.71	-8.72
88	20.53	21.33	24.46	22.45	21.40	-8.72
89	19.89	20.64	24.18	22.30	20.97	-8.72
90	19.15	19.91	23.79	22.09	20.46	-8.72
91	18.35	19.18	23.31	21.84	19.90	-8.72
92	17.57	18.49	22.78	21.56	19.33	-8.72
93	16.85	17.88	22.22	21.27	18.79	-8.72
94	16.25	17.37	21.66	20.99	18.32	-8.72
95	15.82	16.99	21.12	20.74	17.96	-8.72
96	15.58	16.73	20.63	20.52	17.75	-8.72
97	15.55	16.60	20.20	20.35	17.69	-8.72
98	15.70	16.57	19.84	20.22	17.78	-8.72
99	15.98	16.60	19.56	20.13	17.99	-8.72
100	16.33	16.64	19.34	20.06	18.26	-8.72
101	16.67	16.64	19.17	20.01	18.53	-8.72
