	Gait LB - IOR 1.c3d	Gait LB - IOR 1.c3d	Gait LB - IOR 2.c3d	Gait LB - IOR 3.c3d	Gait LB - IOR 4.c3d	Static.c3d
39	-10.24	-11.81	-11.43	-13.50	-11.17	-12.60
40	-10.33	-11.95	-11.55	-13.60	-11.28	-12.60
41	-10.43	-12.10	-11.67	-13.71	-11.41	-12.60
42	-10.53	-12.24	-11.79	-13.84	-11.56	-12.60
43	-10.64	-12.37	-11.91	-13.98	-11.73	-12.60
44	-10.75	-12.47	-12.02	-14.12	-11.91	-12.60
45	-10.86	-12.54	-12.11	-14.26	-12.08	-12.60
46	-10.96	-12.57	-12.16	-14.39	-12.24	-12.60
47	-11.05	-12.54	-12.17	-14.50	-12.37	-12.60
48	-11.10	-12.45	-12.12	-14.57	-12.44	-12.60
49	-11.11	-12.29	-12.02	-14.59	-12.44	-12.60
50	-11.07	-12.06	-11.86	-14.55	-12.37	-12.60
51	-10.97	-11.77	-11.66	-14.47	-12.23	-12.60
52	-10.81	-11.43	-11.41	-14.33	-12.03	-12.60
53	-10.61	-11.06	-11.13	-14.15	-11.79	-12.60
54	-10.37	-10.67	-10.84	-13.93	-11.56	-12.60
55	-10.10	-10.28	-10.52	-13.70	-11.35	-12.60
56	-9.83	-9.90	-10.20	-13.47	-11.21	-12.60
57	-9.58	-9.56	-9.87	-13.24	-11.16	-12.60
58	-9.39	-9.26	-9.56	-13.03	-11.24	-12.60
59	-9.28	-9.04	-9.29	-12.87	-11.44	-12.60
60	-9.28	-8.92	-9.09	-12.76	-11.77	-12.60
61	-9.42	-8.94	-9.00	-12.75	-12.21	-12.60
62	-9.72	-9.14	-9.06	-12.85	-12.73	-12.60
63	-10.18	-9.52	-9.32	-13.09	-13.31	-12.60
64	-10.82	-10.11	-9.81	-13.48	-13.91	-12.60
65	-11.63	-10.89	-10.52	-14.01	-14.52	-12.60
66	-12.57	-11.80	-11.44	-14.66	-15.11	-12.60
67	-13.62	-12.79	-12.49	-15.39	-15.65	-12.60
68	-14.71	-13.78	-13.61	-16.14	-16.12	-12.60
69	-15.76	-14.71	-14.70	-16.87	-16.53	-12.60
70	-16.73	-15.54	-15.70	-17.54	-16.88	-12.60
71	-17.54	-16.25	-16.53	-18.12	-17.19	-12.60
72	-18.18	-16.83	-17.17	-18.59	-17.51	-12.60
73	-18.63	-17.29	-17.59	-18.97	-17.87	-12.60
74	-18.92	-17.65	-17.79	-19.25	-18.27	-12.60
75	-19.07	-17.91	-17.80	-19.45	-18.75	-12.60
76	-19.13	-18.09	-17.64	-19.56	-19.29	-12.60
77	-19.15	-18.23	-17.34	-19.62	-19.89	-12.60
78	-19.17	-18.34	-16.96	-19.61	-20.52	-12.60
79	-19.20	-18.45	-16.54	-19.55	-21.16	-12.60
80	-19.28	-18.57	-16.13	-19.46	-21.79	-12.60
81	-19.40	-18.72	-15.77	-19.36	-22.38	-12.60
82	-19.58	-18.92	-15.49	-19.27	-22.90	-12.60
83	-19.79	-19.15	-15.30	-19.22	-23.33	-12.60
84	-20.03	-19.41	-15.19	-19.26	-23.64	-12.60
85	-20.28	-19.70	-15.15	-19.40	-23.80	-12.60
86	-20.49	-19.99	-15.15	-19.64	-23.79	-12.60
87	-20.64	-20.28	-15.17	-19.98	-23.59	-12.60
88	-20.67	-20.55	-15.20	-20.35	-23.21	-12.60
89	-20.55	-20.77	-15.21	-20.70	-22.65	-12.60
90	-20.26	-20.90	-15.19	-20.94	-21.93	-12.60
91	-19.79	-20.93	-15.14	-21.00	-21.09	-12.60
92	-19.16	-20.81	-15.04	-20.81	-20.18	-12.60
93	-18.40	-20.54	-14.88	-20.34	-19.24	-12.60
94	-17.56	-20.10	-14.66	-19.60	-18.32	-12.60
95	-16.69	-19.51	-14.39	-18.61	-17.49	-12.60
96	-15.86	-18.78	-14.08	-17.45	-16.77	-12.60
97	-15.10	-17.96	-13.75	-16.18	-16.19	-12.60
98	-14.43	-17.06	-13.41	-14.89	-15.76	-12.60
99	-13.84	-16.14	-13.08	-13.67	-15.45	-12.60
100	-13.33	-15.25	-12.77	-12.57	-15.22	-12.60
101	-12.90	-14.44	-12.50	-11.65	-15.03	-12.60
