	Gait LB - IOR 1.c3d	Gait LB - IOR 1.c3d	Gait LB - IOR 2.c3d	Gait LB - IOR 2.c3d	Gait LB - IOR 3.c3d	Gait LB - IOR 4.c3d	Static.c3d
50	-4.96	-5.82	-4.90	-5.66	-5.60	-5.04	-4.66
51	-5.06	-5.93	-5.05	-5.79	-5.71	-5.22	-4.66
52	-5.17	-6.05	-5.21	-5.92	-5.81	-5.41	-4.66
53	-5.30	-6.17	-5.36	-6.04	-5.91	-5.59	-4.66
54	-5.45	-6.28	-5.52	-6.14	-6.00	-5.77	-4.66
55	-5.62	-6.38	-5.69	-6.24	-6.08	-5.94	-4.66
56	-5.78	-6.45	-5.86	-6.33	-6.16	-6.10	-4.66
57	-5.95	-6.49	-6.02	-6.41	-6.21	-6.23	-4.66
58	-6.10	-6.49	-6.17	-6.47	-6.24	-6.33	-4.66
59	-6.23	-6.44	-6.28	-6.50	-6.24	-6.39	-4.66
60	-6.32	-6.35	-6.36	-6.51	-6.19	-6.42	-4.66
61	-6.36	-6.23	-6.39	-6.49	-6.08	-6.40	-4.66
62	-6.35	-6.08	-6.38	-6.45	-5.93	-6.34	-4.66
63	-6.31	-5.91	-6.32	-6.39	-5.72	-6.24	-4.66
64	-6.23	-5.74	-6.22	-6.31	-5.46	-6.12	-4.66
65	-6.14	-5.58	-6.10	-6.23	-5.17	-5.97	-4.66
66	-6.04	-5.42	-5.94	-6.14	-4.86	-5.79	-4.66
67	-5.94	-5.28	-5.78	-6.05	-4.54	-5.60	-4.66
68	-5.86	-5.15	-5.61	-5.96	-4.22	-5.39	-4.66
69	-5.79	-5.04	-5.44	-5.87	-3.91	-5.20	-4.66
70	-5.73	-4.94	-5.28	-5.78	-3.62	-5.01	-4.66
71	-5.69	-4.85	-5.13	-5.68	-3.36	-4.85	-4.66
72	-5.65	-4.76	-4.98	-5.57	-3.12	-4.71	-4.66
73	-5.62	-4.67	-4.83	-5.45	-2.92	-4.59	-4.66
74	-5.59	-4.58	-4.69	-5.31	-2.73	-4.48	-4.66
75	-5.54	-4.47	-4.53	-5.16	-2.57	-4.37	-4.66
76	-5.48	-4.37	-4.37	-4.99	-2.42	-4.25	-4.66
77	-5.40	-4.25	-4.20	-4.81	-2.28	-4.12	-4.66
78	-5.31	-4.13	-4.03	-4.63	-2.16	-3.98	-4.66
79	-5.19	-4.01	-3.86	-4.45	-2.04	-3.83	-4.66
80	-5.07	-3.89	-3.70	-4.28	-1.93	-3.66	-4.66
81	-4.95	-3.76	-3.55	-4.12	-1.82	-3.49	-4.66
82	-4.84	-3.64	-3.41	-3.97	-1.73	-3.32	-4.66
83	-4.74	-3.52	-3.30	-3.84	-1.64	-3.14	-4.66
84	-4.66	-3.40	-3.21	-3.72	-1.57	-2.97	-4.66
85	-4.60	-3.28	-3.14	-3.61	-1.51	-2.81	-4.66
86	-4.55	-3.17	-3.09	-3.51	-1.47	-2.65	-4.66
87	-4.53	-3.05	-3.06	-3.42	-1.44	-2.50	-4.66
88	-4.52	-2.95	-3.04	-3.34	-1.43	-2.38	-4.66
89	-4.54	-2.86	-3.04	-3.28	-1.44	-2.29	-4.66
90	-4.57	-2.79	-3.06	-3.23	-1.47	-2.23	-4.66
91	-4.64	-2.74	-3.11	-3.22	-1.52	-2.22	-4.66
92	-4.73	-2.72	-3.19	-3.23	-1.59	-2.26	-4.66
93	-4.85	-2.73	-3.31	-3.27	-1.69	-2.37	-4.66
94	-5.00	-2.78	-3.45	-3.35	-1.81	-2.52	-4.66
95	-5.17	-2.85	-3.61	-3.46	-1.95	-2.72	-4.66
96	-5.35	-2.94	-3.79	-3.58	-2.11	-2.94	-4.66
97	-5.52	-3.05	-3.96	-3.72	-2.28	-3.18	-4.66
98	-5.68	-3.17	-4.13	-3.87	-2.46	-3.41	-4.66
99	-5.83	-3.29	-4.29	-4.02	-2.65	-3.63	-4.66
100	-5.95	-3.41	-4.44	-4.17	-2.86	-3.83	-4.66
101	-6.07	-3.53	-4.57	-4.32	-3.09	-4.01	-4.66
