	Gait LB - IOR 1.c3d	Gait LB - IOR 1.c3d	Gait LB - IOR 2.c3d	Gait LB - IOR 2.c3d	Gait LB - IOR 3.c3d	Gait LB - IOR 4.c3d	Static.c3d
43	-2.89	-4.92	-3.68	-4.26	-6.04	-4.88	-4.37
44	-3.15	-5.19	-4.11	-4.51	-6.15	-5.07	-4.37
45	-3.43	-5.46	-4.55	-4.73	-6.26	-5.26	-4.37
46	-3.75	-5.75	-4.99	-4.94	-6.39	-5.48	-4.37
47	-4.12	-6.07	-5.41	-5.15	-6.52	-5.73	-4.37
48	-4.54	-6.40	-5.77	-5.35	-6.67	-6.02	-4.37
49	-4.99	-6.74	-6.08	-5.54	-6.82	-6.36	-4.37
50	-5.46	-7.06	-6.31	-5.72	-6.97	-6.72	-4.37
51	-5.91	-7.36	-6.49	-5.88	-7.11	-7.10	-4.37
52	-6.31	-7.62	-6.62	-6.03	-7.23	-7.47	-4.37
53	-6.65	-7.82	-6.76	-6.19	-7.33	-7.81	-4.37
54	-6.93	-7.99	-6.95	-6.40	-7.44	-8.13	-4.37
55	-7.15	-8.14	-7.21	-6.68	-7.57	-8.41	-4.37
56	-7.33	-8.29	-7.56	-7.08	-7.74	-8.68	-4.37
57	-7.51	-8.46	-8.00	-7.61	-7.97	-8.94	-4.37
58	-7.72	-8.65	-8.46	-8.24	-8.26	-9.15	-4.37
59	-7.98	-8.86	-8.89	-8.90	-8.57	-9.31	-4.37
60	-8.29	-9.03	-9.19	-9.50	-8.88	-9.35	-4.37
61	-8.62	-9.13	-9.27	-9.93	-9.13	-9.26	-4.37
62	-8.91	-9.10	-9.09	-10.11	-9.27	-8.99	-4.37
63	-9.08	-8.90	-8.63	-9.99	-9.28	-8.53	-4.37
64	-9.07	-8.52	-7.95	-9.60	-9.14	-7.91	-4.37
65	-8.85	-7.99	-7.16	-9.02	-8.87	-7.17	-4.37
66	-8.43	-7.35	-6.36	-8.35	-8.51	-6.40	-4.37
67	-7.86	-6.71	-5.66	-7.71	-8.10	-5.69	-4.37
68	-7.23	-6.13	-5.13	-7.18	-7.69	-5.12	-4.37
69	-6.64	-5.69	-4.82	-6.82	-7.34	-4.77	-4.37
70	-6.18	-5.41	-4.72	-6.64	-7.05	-4.66	-4.37
71	-5.88	-5.30	-4.79	-6.62	-6.83	-4.79	-4.37
72	-5.77	-5.31	-4.96	-6.72	-6.68	-5.15	-4.37
73	-5.82	-5.37	-5.18	-6.88	-6.57	-5.65	-4.37
74	-5.98	-5.42	-5.40	-7.04	-6.48	-6.22	-4.37
75	-6.17	-5.38	-5.58	-7.15	-6.36	-6.75	-4.37
76	-6.33	-5.22	-5.70	-7.18	-6.19	-7.19	-4.37
77	-6.40	-4.90	-5.76	-7.10	-5.95	-7.46	-4.37
78	-6.33	-4.45	-5.76	-6.91	-5.63	-7.56	-4.37
79	-6.11	-3.88	-5.71	-6.61	-5.23	-7.50	-4.37
80	-5.75	-3.25	-5.64	-6.25	-4.75	-7.32	-4.37
81	-5.28	-2.63	-5.58	-5.85	-4.21	-7.05	-4.37
82	-4.75	-2.06	-5.54	-5.47	-3.63	-6.76	-4.37
83	-4.19	-1.62	-5.55	-5.13	-3.06	-6.48	-4.37
84	-3.69	-1.33	-5.63	-4.89	-2.52	-6.26	-4.37
85	-3.29	-1.24	-5.80	-4.77	-2.06	-6.12	-4.37
86	-3.02	-1.35	-6.05	-4.78	-1.69	-6.07	-4.37
87	-2.90	-1.65	-6.37	-4.93	-1.45	-6.10	-4.37
88	-2.93	-2.11	-6.75	-5.20	-1.34	-6.20	-4.37
89	-3.06	-2.68	-7.13	-5.57	-1.36	-6.33	-4.37
90	-3.24	-3.33	-7.46	-6.01	-1.49	-6.49	-4.37
91	-3.43	-3.99	-7.69	-6.46	-1.69	-6.61	-4.37
92	-3.56	-4.59	-7.76	-6.88	-1.94	-6.67	-4.37
93	-3.60	-5.09	-7.63	-7.24	-2.18	-6.61	-4.37
94	-3.53	-5.44	-7.30	-7.49	-2.38	-6.40	-4.37
95	-3.38	-5.61	-6.79	-7.64	-2.50	-6.01	-4.37
96	-3.18	-5.61	-6.19	-7.69	-2.54	-5.49	-4.37
97	-3.02	-5.49	-5.59	-7.66	-2.54	-4.89	-4.37
98	-2.98	-5.28	-5.08	-7.59	-2.54	-4.29	-4.37
99	-3.10	-5.06	-4.73	-7.47	-2.59	-3.77	-4.37
100	-3.41	-4.88	-4.55	-7.28	-2.70	-3.36	-4.37
101	-3.87	-4.76	-4.50	-6.97	-2.88	-3.05	-4.37
