	Gait LB - IOR 1.c3d	Gait LB - IOR 1.c3d	Gait LB - IOR 2.c3d	Gait LB - IOR 2.c3d	Gait LB - IOR 3.c3d	Gait LB - IOR 4.c3d	Static.c3d
44	-14.85	-16.80	-14.89	-14.58	-12.58	-13.20	-14.82
45	-14.92	-16.85	-14.91	-14.64	-12.62	-13.27	-14.82
46	-14.98	-16.90	-14.89	-14.68	-12.65	-13.31	-14.82
47	-15.04	-16.92	-14.82	-14.67	-12.64	-13.34	-14.82
48	-15.09	-16.93	-14.70	-14.63	-12.60	-13.33	-14.82
49	-15.13	-16.92	-14.51	-14.53	-12.53	-13.28	-14.82
50	-15.15	-16.89	-14.27	-14.38	-12.43	-13.20	-14.82
51	-15.13	-16.85	-13.97	-14.17	-12.30	-13.06	-14.82
52	-15.07	-16.79	-13.61	-13.90	-12.16	-12.87	-14.82
53	-14.98	-16.71	-13.21	-13.58	-12.02	-12.63	-14.82
54	-14.84	-16.61	-12.76	-13.22	-11.88	-12.33	-14.82
55	-14.66	-16.47	-12.28	-12.81	-11.78	-11.96	-14.82
56	-14.45	-16.28	-11.77	-12.36	-11.71	-11.53	-14.82
57	-14.19	-16.03	-11.25	-11.88	-11.69	-11.05	-14.82
58	-13.89	-15.70	-10.76	-11.39	-11.71	-10.53	-14.82
59	-13.55	-15.31	-10.32	-10.92	-11.80	-10.03	-14.82
60	-13.17	-14.91	-10.01	-10.55	-11.95	-9.60	-14.82
61	-12.79	-14.55	-9.90	-10.36	-12.17	-9.33	-14.82
62	-12.44	-14.34	-10.07	-10.47	-12.50	-9.27	-14.82
63	-12.18	-14.37	-10.57	-10.97	-12.95	-9.50	-14.82
64	-12.11	-14.71	-11.43	-11.91	-13.56	-10.05	-14.82
65	-12.30	-15.40	-12.65	-13.31	-14.34	-10.95	-14.82
66	-12.80	-16.46	-14.17	-15.12	-15.31	-12.17	-14.82
67	-13.65	-17.81	-15.91	-17.24	-16.44	-13.66	-14.82
68	-14.84	-19.37	-17.75	-19.52	-17.69	-15.35	-14.82
69	-16.30	-21.01	-19.58	-21.79	-18.99	-17.12	-14.82
70	-17.92	-22.59	-21.30	-23.91	-20.27	-18.86	-14.82
71	-19.61	-24.01	-22.84	-25.76	-21.45	-20.47	-14.82
72	-21.25	-25.20	-24.15	-27.27	-22.48	-21.89	-14.82
73	-22.75	-26.13	-25.23	-28.43	-23.30	-23.06	-14.82
74	-24.04	-26.78	-26.09	-29.25	-23.89	-23.98	-14.82
75	-25.11	-27.16	-26.78	-29.76	-24.27	-24.65	-14.82
76	-25.95	-27.32	-27.34	-30.02	-24.43	-25.11	-14.82
77	-26.57	-27.30	-27.83	-30.10	-24.44	-25.39	-14.82
78	-27.04	-27.15	-28.31	-30.08	-24.32	-25.56	-14.82
79	-27.39	-26.93	-28.82	-30.02	-24.14	-25.68	-14.82
80	-27.68	-26.69	-29.36	-29.96	-23.95	-25.81	-14.82
81	-27.96	-26.47	-29.92	-29.92	-23.78	-25.97	-14.82
82	-28.23	-26.31	-30.49	-29.92	-23.66	-26.18	-14.82
83	-28.48	-26.19	-31.01	-29.92	-23.59	-26.42	-14.82
84	-28.67	-26.10	-31.40	-29.90	-23.57	-26.64	-14.82
85	-28.73	-25.99	-31.62	-29.83	-23.54	-26.77	-14.82
86	-28.59	-25.83	-31.59	-29.67	-23.46	-26.76	-14.82
87	-28.19	-25.57	-31.28	-29.40	-23.26	-26.56	-14.82
88	-27.48	-25.18	-30.68	-28.99	-22.91	-26.11	-14.82
89	-26.45	-24.67	-29.78	-28.43	-22.38	-25.42	-14.82
90	-25.13	-24.02	-28.61	-27.72	-21.65	-24.50	-14.82
91	-23.58	-23.27	-27.20	-26.86	-20.75	-23.39	-14.82
92	-21.89	-22.44	-25.63	-25.86	-19.72	-22.15	-14.82
93	-20.15	-21.55	-23.97	-24.75	-18.63	-20.85	-14.82
94	-18.48	-20.64	-22.29	-23.57	-17.53	-19.53	-14.82
95	-16.99	-19.73	-20.68	-22.37	-16.49	-18.25	-14.82
96	-15.77	-18.86	-19.21	-21.19	-15.55	-17.03	-14.82
97	-14.89	-18.05	-17.93	-20.09	-14.74	-15.88	-14.82
98	-14.37	-17.31	-16.83	-19.06	-14.08	-14.82	-14.82
99	-14.19	-16.66	-15.93	-18.11	-13.57	-13.85	-14.82
100	-14.29	-16.08	-15.19	-17.24	-13.19	-12.98	-14.82
101	-14.57	-15.57	-14.60	-16.48	-12.93	-12.23	-14.82
