	Gait LB - IOR 1.c3d	Gait LB - IOR 1.c3d	Gait LB - IOR 2.c3d	Gait LB - IOR 3.c3d	Gait LB - IOR 4.c3d	Static.c3d
27	6.38	7.57	7.35	7.85	9.52	6.11
28	6.58	7.78	7.50	8.19	9.81	6.11
29	6.77	7.99	7.65	8.54	10.10	6.11
30	6.95	8.20	7.79	8.87	10.38	6.11
31	7.13	8.40	7.95	9.20	10.66	6.11
32	7.30	8.62	8.12	9.51	10.93	6.11
33	7.49	8.86	8.33	9.82	11.19	6.11
34	7.70	9.13	8.57	10.11	11.45	6.11
35	7.95	9.44	8.87	10.40	11.69	6.11
36	8.25	9.80	9.22	10.70	11.94	6.11
37	8.62	10.20	9.63	11.01	12.20	6.11
38	9.05	10.64	10.09	11.34	12.49	6.11
39	9.54	11.09	10.59	11.69	12.82	6.11
40	10.08	11.54	11.12	12.07	13.20	6.11
41	10.65	11.95	11.67	12.48	13.64	6.11
42	11.26	12.32	12.22	12.90	14.12	6.11
43	11.86	12.60	12.74	13.31	14.63	6.11
44	12.46	12.80	13.23	13.70	15.14	6.11
45	13.03	12.90	13.65	14.04	15.61	6.11
46	13.54	12.90	14.00	14.30	16.01	6.11
47	13.99	12.78	14.24	14.46	16.31	6.11
48	14.35	12.54	14.36	14.49	16.48	6.11
49	14.61	12.18	14.33	14.40	16.50	6.11
50	14.75	11.68	14.14	14.16	16.37	6.11
51	14.75	11.03	13.76	13.76	16.06	6.11
52	14.58	10.21	13.16	13.19	15.56	6.11
53	14.21	9.20	12.31	12.42	14.85	6.11
54	13.62	7.99	11.20	11.42	13.90	6.11
55	12.79	6.58	9.82	10.19	12.69	6.11
56	11.69	4.96	8.17	8.71	11.20	6.11
57	10.32	3.18	6.29	6.99	9.43	6.11
58	8.69	1.27	4.23	5.08	7.40	6.11
59	6.85	-0.71	2.06	3.03	5.17	6.11
60	4.85	-2.67	-0.10	0.93	2.81	6.11
61	2.78	-4.55	-2.14	-1.12	0.44	6.11
62	0.73	-6.25	-3.94	-2.97	-1.82	6.11
63	-1.15	-7.66	-5.36	-4.52	-3.82	6.11
64	-2.74	-8.71	-6.34	-5.65	-5.39	6.11
65	-3.93	-9.32	-6.81	-6.29	-6.41	6.11
66	-4.63	-9.48	-6.78	-6.41	-6.84	6.11
67	-4.79	-9.18	-6.29	-6.03	-6.67	6.11
68	-4.45	-8.48	-5.41	-5.21	-6.00	6.11
69	-3.67	-7.47	-4.22	-4.02	-4.93	6.11
70	-2.57	-6.22	-2.83	-2.55	-3.62	6.11
71	-1.28	-4.84	-1.30	-0.91	-2.17	6.11
72	0.09	-3.37	0.28	0.85	-0.69	6.11
73	1.47	-1.90	1.86	2.64	0.79	6.11
74	2.77	-0.45	3.38	4.43	2.23	6.11
75	3.98	0.91	4.80	6.16	3.61	6.11
76	5.06	2.17	6.09	7.80	4.92	6.11
77	6.01	3.28	7.21	9.29	6.14	6.11
78	6.84	4.25	8.16	10.62	7.25	6.11
79	7.54	5.07	8.94	11.76	8.22	6.11
80	8.11	5.76	9.54	12.68	9.04	6.11
81	8.57	6.32	9.96	13.37	9.69	6.11
82	8.90	6.76	10.23	13.80	10.18	6.11
83	9.10	7.07	10.33	13.97	10.49	6.11
84	9.16	7.24	10.26	13.85	10.61	6.11
85	9.05	7.25	9.99	13.41	10.53	6.11
86	8.77	7.10	9.50	12.64	10.20	6.11
87	8.31	6.81	8.79	11.55	9.61	6.11
88	7.67	6.41	7.87	10.18	8.73	6.11
89	6.89	5.93	6.78	8.61	7.56	6.11
90	6.02	5.44	5.62	6.98	6.15	6.11
91	5.14	5.01	4.48	5.43	4.58	6.11
92	4.36	4.70	3.48	4.13	2.98	6.11
93	3.75	4.54	2.71	3.20	1.50	6.11
94	3.40	4.54	2.26	2.70	0.29	6.11
95	3.30	4.66	2.12	2.63	-0.52	6.11
96	3.43	4.85	2.27	2.88	-0.88	6.10
97	3.68	5.00	2.63	3.32	-0.84	6.10
98	3.96	5.04	3.09	3.77	-0.52	6.10
99	4.16	4.88	3.54	4.07	-0.10	6.10
100	4.19	4.47	3.87	4.11	0.19	6.10
101	3.98	3.81	4.00	3.81	0.21	6.10
