	Gait LB - IOR 1.c3d	Gait LB - IOR 1.c3d	Gait LB - IOR 2.c3d	Gait LB - IOR 2.c3d	Gait LB - IOR 3.c3d	Gait LB - IOR 4.c3d	Static.c3d
48	-20.22	-20.84	-22.58	-22.59	-22.53	-20.70	-10.49
49	-20.65	-21.18	-23.01	-23.10	-23.00	-21.11	-10.49
50	-21.03	-21.45	-23.33	-23.52	-23.39	-21.43	-10.49
51	-21.35	-21.63	-23.52	-23.82	-23.66	-21.66	-10.49
52	-21.61	-21.71	-23.56	-23.98	-23.80	-21.79	-10.49
53	-21.77	-21.65	-23.42	-23.97	-23.76	-21.79	-10.49
54	-21.82	-21.40	-23.08	-23.75	-23.52	-21.64	-10.49
55	-21.71	-20.93	-22.49	-23.30	-23.07	-21.29	-10.49
56	-21.40	-20.19	-21.63	-22.58	-22.37	-20.71	-10.49
57	-20.85	-19.15	-20.47	-21.56	-21.40	-19.85	-10.49
58	-20.01	-17.80	-18.99	-20.24	-20.17	-18.68	-10.49
59	-18.87	-16.13	-17.22	-18.62	-18.66	-17.21	-10.49
60	-17.39	-14.19	-15.19	-16.74	-16.89	-15.44	-10.49
61	-15.61	-12.01	-12.93	-14.63	-14.90	-13.40	-10.49
62	-13.54	-9.66	-10.53	-12.36	-12.71	-11.15	-10.49
63	-11.25	-7.19	-8.02	-9.99	-10.38	-8.75	-10.49
64	-8.81	-4.67	-5.48	-7.57	-7.97	-6.27	-10.49
65	-6.30	-2.15	-2.95	-5.16	-5.51	-3.76	-10.49
66	-3.77	0.32	-0.46	-2.78	-3.06	-1.27	-10.49
67	-1.29	2.71	1.97	-0.47	-0.65	1.17	-10.49
68	1.11	5.02	4.32	1.78	1.70	3.54	-10.49
69	3.42	7.24	6.58	3.94	3.97	5.81	-10.49
70	5.62	9.35	8.73	6.01	6.16	7.99	-10.49
71	7.72	11.37	10.76	7.99	8.26	10.06	-10.49
72	9.72	13.28	12.69	9.88	10.26	12.02	-10.49
73	11.61	15.10	14.49	11.67	12.16	13.88	-10.49
74	13.39	16.82	16.18	13.36	13.95	15.64	-10.49
75	15.07	18.44	17.76	14.94	15.63	17.32	-10.49
76	16.63	19.95	19.22	16.42	17.21	18.91	-10.49
77	18.08	21.35	20.55	17.78	18.67	20.42	-10.49
78	19.41	22.64	21.77	19.02	20.01	21.83	-10.49
79	20.62	23.81	22.85	20.13	21.22	23.15	-10.49
80	21.69	24.85	23.80	21.10	22.30	24.37	-10.49
81	22.61	25.77	24.58	21.91	23.24	25.46	-10.50
82	23.37	26.56	25.21	22.57	24.03	26.42	-10.50
83	23.96	27.23	25.66	23.07	24.67	27.24	-10.50
84	24.38	27.77	25.95	23.43	25.15	27.91	-10.50
85	24.61	28.18	26.07	23.63	25.46	28.42	-10.50
86	24.68	28.47	26.04	23.70	25.62	28.75	-10.50
87	24.56	28.64	25.87	23.63	25.62	28.92	-10.50
88	24.27	28.67	25.57	23.43	25.47	28.90	-10.50
89	23.81	28.59	25.17	23.11	25.19	28.71	-10.50
90	23.20	28.38	24.67	22.68	24.78	28.35	-10.50
91	22.44	28.05	24.09	22.15	24.27	27.83	-10.50
92	21.57	27.62	23.47	21.57	23.69	27.18	-10.50
93	20.63	27.09	22.81	20.96	23.06	26.42	-10.50
94	19.66	26.48	22.16	20.38	22.42	25.58	-10.50
95	18.72	25.81	21.55	19.86	21.80	24.72	-10.50
96	17.87	25.11	21.00	19.45	21.23	23.89	-10.50
97	17.16	24.40	20.56	19.18	20.73	23.14	-10.50
98	16.62	23.70	20.24	19.04	20.31	22.51	-10.50
99	16.26	23.02	20.02	19.02	19.96	22.02	-10.50
100	16.06	22.38	19.90	19.07	19.67	21.69	-10.50
101	15.97	21.76	19.83	19.13	19.39	21.49	-10.50
