	Gait LB - IOR 1.c3d	Gait LB - IOR 1.c3d	Gait LB - IOR 2.c3d	Gait LB - IOR 3.c3d	Gait LB - IOR 4.c3d	Static.c3d
41	-6.45	-7.73	-7.32	-6.13	-4.81	-10.64
42	-6.51	-7.72	-7.35	-5.97	-4.95	-10.64
43	-6.59	-7.75	-7.43	-5.88	-5.12	-10.64
44	-6.73	-7.83	-7.54	-5.87	-5.30	-10.64
45	-6.91	-7.98	-7.72	-5.94	-5.49	-10.64
46	-7.16	-8.19	-7.95	-6.10	-5.71	-10.64
47	-7.46	-8.45	-8.24	-6.38	-5.97	-10.64
48	-7.80	-8.74	-8.58	-6.77	-6.28	-10.64
49	-8.14	-9.02	-8.94	-7.26	-6.64	-10.64
50	-8.46	-9.27	-9.30	-7.83	-7.03	-10.64
51	-8.73	-9.45	-9.63	-8.44	-7.42	-10.64
52	-8.91	-9.56	-9.90	-9.04	-7.79	-10.64
53	-9.01	-9.61	-10.10	-9.59	-8.10	-10.64
54	-9.04	-9.61	-10.24	-10.07	-8.33	-10.64
55	-9.03	-9.60	-10.32	-10.46	-8.49	-10.64
56	-9.03	-9.63	-10.36	-10.78	-8.60	-10.64
57	-9.09	-9.72	-10.40	-11.01	-8.69	-10.64
58	-9.23	-9.89	-10.44	-11.17	-8.80	-10.64
59	-9.45	-10.12	-10.48	-11.24	-8.92	-10.64
60	-9.75	-10.35	-10.51	-11.20	-9.04	-10.64
61	-10.07	-10.52	-10.48	-11.02	-9.12	-10.64
62	-10.34	-10.54	-10.36	-10.69	-9.11	-10.64
63	-10.49	-10.34	-10.12	-10.22	-8.98	-10.64
64	-10.48	-9.89	-9.75	-9.65	-8.74	-10.64
65	-10.31	-9.20	-9.27	-9.05	-8.42	-10.64
66	-9.99	-8.32	-8.73	-8.49	-8.07	-10.64
67	-9.61	-7.35	-8.19	-8.06	-7.77	-10.64
68	-9.22	-6.38	-7.71	-7.81	-7.56	-10.64
69	-8.89	-5.50	-7.34	-7.76	-7.49	-10.64
70	-8.67	-4.76	-7.10	-7.90	-7.53	-10.64
71	-8.56	-4.20	-6.97	-8.18	-7.69	-10.64
72	-8.57	-3.83	-6.92	-8.54	-7.93	-10.64
73	-8.66	-3.65	-6.92	-8.89	-8.20	-10.64
74	-8.79	-3.62	-6.91	-9.17	-8.48	-10.64
75	-8.93	-3.71	-6.87	-9.30	-8.71	-10.64
76	-9.04	-3.88	-6.76	-9.27	-8.87	-10.64
77	-9.10	-4.09	-6.56	-9.07	-8.92	-10.64
78	-9.09	-4.32	-6.25	-8.71	-8.86	-10.64
79	-9.01	-4.56	-5.82	-8.25	-8.68	-10.64
80	-8.85	-4.78	-5.30	-7.72	-8.40	-10.64
81	-8.64	-5.00	-4.71	-7.17	-8.05	-10.64
82	-8.37	-5.22	-4.09	-6.66	-7.65	-10.64
83	-8.08	-5.44	-3.48	-6.23	-7.23	-10.64
84	-7.78	-5.70	-2.94	-5.90	-6.82	-10.64
85	-7.52	-6.01	-2.51	-5.70	-6.45	-10.64
86	-7.31	-6.42	-2.25	-5.65	-6.11	-10.64
87	-7.19	-6.97	-2.18	-5.78	-5.84	-10.64
88	-7.17	-7.67	-2.34	-6.09	-5.64	-10.64
89	-7.27	-8.51	-2.74	-6.58	-5.53	-10.64
90	-7.48	-9.47	-3.36	-7.23	-5.52	-10.64
91	-7.79	-10.47	-4.17	-8.02	-5.61	-10.64
92	-8.18	-11.42	-5.10	-8.90	-5.81	-10.64
93	-8.61	-12.25	-6.06	-9.82	-6.10	-10.65
94	-9.06	-12.88	-6.98	-10.71	-6.49	-10.65
95	-9.52	-13.29	-7.78	-11.51	-6.96	-10.65
96	-9.99	-13.48	-8.44	-12.17	-7.51	-10.65
97	-10.47	-13.47	-8.96	-12.66	-8.15	-10.65
98	-10.96	-13.30	-9.38	-12.95	-8.87	-10.65
99	-11.42	-12.97	-9.74	-13.05	-9.65	-10.65
100	-11.82	-12.46	-10.07	-12.93	-10.43	-10.65
101	-12.08	-11.79	-10.38	-12.60	-11.12	-10.65
