	Gait LB - IOR 1.c3d	Gait LB - IOR 1.c3d	Gait LB - IOR 2.c3d	Gait LB - IOR 2.c3d	Gait LB - IOR 3.c3d	Gait LB - IOR 4.c3d	Static.c3d
49	2.06	0.95	-0.11	0.44	0.75	1.52	-1.89
50	1.93	0.77	-0.40	0.19	0.55	1.31	-1.89
51	1.75	0.51	-0.77	-0.14	0.29	1.02	-1.89
52	1.48	0.18	-1.21	-0.55	-0.04	0.64	-1.89
53	1.13	-0.23	-1.75	-1.05	-0.45	0.17	-1.89
54	0.70	-0.73	-2.37	-1.65	-0.95	-0.41	-1.89
55	0.16	-1.32	-3.07	-2.35	-1.54	-1.10	-1.89
56	-0.46	-1.98	-3.85	-3.15	-2.21	-1.89	-1.89
57	-1.17	-2.71	-4.69	-4.04	-2.95	-2.77	-1.89
58	-1.96	-3.48	-5.55	-4.99	-3.74	-3.71	-1.89
59	-2.80	-4.26	-6.39	-5.97	-4.56	-4.66	-1.89
60	-3.68	-5.02	-7.16	-6.93	-5.37	-5.56	-1.89
61	-4.55	-5.71	-7.82	-7.81	-6.13	-6.36	-1.89
62	-5.40	-6.31	-8.33	-8.58	-6.81	-7.00	-1.89
63	-6.17	-6.79	-8.67	-9.18	-7.37	-7.47	-1.89
64	-6.83	-7.13	-8.83	-9.59	-7.80	-7.74	-1.89
65	-7.36	-7.33	-8.83	-9.81	-8.08	-7.84	-1.89
66	-7.74	-7.41	-8.69	-9.86	-8.22	-7.80	-1.89
67	-7.96	-7.37	-8.45	-9.75	-8.22	-7.66	-1.89
68	-8.05	-7.25	-8.14	-9.52	-8.11	-7.46	-1.89
69	-8.03	-7.06	-7.80	-9.21	-7.90	-7.23	-1.89
70	-7.93	-6.82	-7.46	-8.83	-7.62	-7.00	-1.89
71	-7.78	-6.56	-7.15	-8.42	-7.29	-6.77	-1.89
72	-7.59	-6.28	-6.87	-7.98	-6.93	-6.54	-1.89
73	-7.39	-5.99	-6.64	-7.55	-6.55	-6.32	-1.89
74	-7.18	-5.71	-6.45	-7.13	-6.17	-6.11	-1.89
75	-6.97	-5.43	-6.30	-6.72	-5.79	-5.90	-1.89
76	-6.76	-5.15	-6.19	-6.35	-5.41	-5.70	-1.89
77	-6.55	-4.89	-6.11	-6.01	-5.05	-5.49	-1.89
78	-6.34	-4.64	-6.07	-5.70	-4.71	-5.29	-1.89
79	-6.14	-4.41	-6.05	-5.44	-4.38	-5.08	-1.89
80	-5.95	-4.21	-6.06	-5.23	-4.10	-4.88	-1.89
81	-5.77	-4.04	-6.09	-5.06	-3.85	-4.69	-1.89
82	-5.62	-3.90	-6.14	-4.92	-3.65	-4.52	-1.89
83	-5.49	-3.79	-6.21	-4.82	-3.52	-4.40	-1.89
84	-5.41	-3.71	-6.27	-4.74	-3.44	-4.32	-1.89
85	-5.36	-3.66	-6.34	-4.68	-3.43	-4.30	-1.89
86	-5.37	-3.64	-6.38	-4.64	-3.47	-4.33	-1.89
87	-5.42	-3.64	-6.41	-4.62	-3.55	-4.43	-1.89
88	-5.51	-3.67	-6.39	-4.61	-3.66	-4.57	-1.89
89	-5.64	-3.71	-6.34	-4.61	-3.78	-4.73	-1.89
90	-5.78	-3.76	-6.24	-4.60	-3.89	-4.91	-1.89
91	-5.91	-3.81	-6.10	-4.59	-3.99	-5.09	-1.89
92	-6.02	-3.85	-5.92	-4.57	-4.06	-5.27	-1.89
93	-6.10	-3.87	-5.72	-4.54	-4.10	-5.43	-1.89
94	-6.12	-3.87	-5.51	-4.48	-4.10	-5.58	-1.89
95	-6.09	-3.84	-5.28	-4.39	-4.07	-5.73	-1.89
96	-6.00	-3.77	-5.03	-4.28	-4.00	-5.86	-1.89
97	-5.85	-3.68	-4.77	-4.12	-3.90	-5.95	-1.89
98	-5.66	-3.56	-4.47	-3.90	-3.76	-5.98	-1.89
99	-5.42	-3.40	-4.12	-3.61	-3.58	-5.93	-1.89
100	-5.14	-3.20	-3.72	-3.25	-3.35	-5.76	-1.89
101	-4.83	-2.97	-3.27	-2.82	-3.08	-5.45	-1.89
