	Gait LB - IOR 1.c3d	Gait LB - IOR 1.c3d	Gait LB - IOR 2.c3d	Gait LB - IOR 2.c3d	Gait LB - IOR 3.c3d	Gait LB - IOR 4.c3d	Static.c3d
78	-20.19	-20.10	-21.39	-21.32	-21.11	-21.38	-12.58
79	-20.55	-20.08	-21.65	-21.10	-21.11	-21.13	-12.58
80	-20.87	-20.08	-21.93	-20.89	-21.05	-20.82	-12.58
81	-21.15	-20.12	-22.20	-20.74	-20.98	-20.50	-12.58
82	-21.42	-20.20	-22.46	-20.65	-20.91	-20.17	-12.58
83	-21.64	-20.30	-22.66	-20.59	-20.85	-19.86	-12.58
84	-21.79	-20.39	-22.77	-20.54	-20.80	-19.56	-12.58
85	-21.81	-20.41	-22.74	-20.46	-20.72	-19.25	-12.58
86	-21.66	-20.33	-22.55	-20.30	-20.60	-18.94	-12.58
87	-21.31	-20.11	-22.18	-20.05	-20.41	-18.60	-12.58
88	-20.75	-19.73	-21.61	-19.67	-20.12	-18.23	-12.58
89	-19.99	-19.19	-20.84	-19.16	-19.73	-17.80	-12.58
90	-19.08	-18.49	-19.89	-18.50	-19.22	-17.29	-12.58
91	-18.06	-17.66	-18.78	-17.73	-18.60	-16.69	-12.58
92	-16.99	-16.75	-17.59	-16.87	-17.89	-16.00	-12.58
93	-15.94	-15.82	-16.42	-15.97	-17.12	-15.26	-12.58
94	-14.99	-14.92	-15.35	-15.08	-16.33	-14.54	-12.58
95	-14.19	-14.13	-14.46	-14.24	-15.58	-13.90	-12.58
96	-13.56	-13.48	-13.77	-13.46	-14.90	-13.38	-12.58
97	-13.09	-13.00	-13.24	-12.74	-14.29	-12.98	-12.58
98	-12.71	-12.67	-12.81	-12.04	-13.75	-12.64	-12.57
99	-12.37	-12.44	-12.40	-11.34	-13.25	-12.31	-12.57
100	-12.00	-12.28	-11.96	-10.66	-12.76	-11.95	-12.57
101	-11.57	-12.13	-11.48	-10.06	-12.27	-11.54	-12.57
