	Gait LB - IOR 5.c3d	Gait LB - IOR 5.c3d	Gait LB - IOR 6.c3d	Gait LB - IOR 7.c3d	Gait LB - IOR 8.c3d	Static.c3d
24	-2.64	-3.49	-3.41	-4.45	-4.07	0.46
25	-2.47	-3.40	-3.38	-4.39	-3.95	0.46
26	-2.33	-3.32	-3.36	-4.33	-3.83	0.46
27	-2.23	-3.23	-3.33	-4.25	-3.72	0.46
28	-2.15	-3.15	-3.28	-4.15	-3.60	0.46
29	-2.10	-3.06	-3.21	-4.02	-3.47	0.46
30	-2.07	-2.97	-3.12	-3.86	-3.34	0.46
31	-2.07	-2.87	-3.01	-3.66	-3.20	0.46
32	-2.07	-2.74	-2.88	-3.43	-3.04	0.46
33	-2.08	-2.58	-2.73	-3.17	-2.87	0.46
34	-2.07	-2.39	-2.56	-2.88	-2.67	0.46
35	-2.04	-2.16	-2.36	-2.57	-2.46	0.46
36	-1.98	-1.90	-2.13	-2.24	-2.23	0.46
37	-1.87	-1.62	-1.87	-1.89	-1.97	0.46
38	-1.72	-1.31	-1.57	-1.51	-1.70	0.46
39	-1.52	-0.98	-1.24	-1.12	-1.40	0.46
40	-1.27	-0.63	-0.88	-0.69	-1.06	0.46
41	-0.98	-0.25	-0.49	-0.23	-0.68	0.46
42	-0.62	0.19	-0.06	0.28	-0.26	0.46
43	-0.21	0.68	0.41	0.83	0.22	0.46
44	0.28	1.24	0.92	1.44	0.76	0.46
45	0.84	1.87	1.48	2.09	1.36	0.46
46	1.46	2.57	2.11	2.79	2.03	0.46
47	2.15	3.31	2.81	3.52	2.75	0.46
48	2.87	4.09	3.57	4.24	3.52	0.46
49	3.61	4.88	4.39	4.94	4.31	0.46
50	4.33	5.63	5.22	5.56	5.09	0.46
51	4.97	6.29	6.01	6.05	5.81	0.46
52	5.49	6.80	6.72	6.35	6.43	0.46
53	5.80	7.10	7.27	6.40	6.87	0.46
54	5.84	7.10	7.59	6.12	7.07	0.46
55	5.55	6.76	7.59	5.49	6.96	0.46
56	4.89	6.02	7.22	4.48	6.49	0.46
57	3.87	4.88	6.43	3.16	5.61	0.46
58	2.56	3.42	5.23	1.62	4.37	0.46
59	1.08	1.76	3.68	0.07	2.83	0.46
60	-0.39	0.11	1.91	-1.31	1.16	0.46
61	-1.68	-1.32	0.14	-2.37	-0.44	0.46
62	-2.65	-2.37	-1.43	-3.05	-1.78	0.46
63	-3.25	-2.99	-2.64	-3.36	-2.72	0.46
64	-3.52	-3.22	-3.42	-3.40	-3.25	0.46
65	-3.55	-3.19	-3.82	-3.28	-3.42	0.46
66	-3.45	-3.03	-3.92	-3.07	-3.34	0.46
67	-3.29	-2.84	-3.84	-2.81	-3.12	0.46
68	-3.09	-2.65	-3.67	-2.53	-2.85	0.46
69	-2.85	-2.46	-3.44	-2.23	-2.56	0.46
70	-2.53	-2.24	-3.14	-1.90	-2.24	0.46
71	-2.14	-1.96	-2.77	-1.54	-1.89	0.46
72	-1.69	-1.62	-2.32	-1.18	-1.52	0.46
73	-1.21	-1.23	-1.81	-0.84	-1.15	0.46
74	-0.75	-0.83	-1.28	-0.53	-0.81	0.46
75	-0.34	-0.44	-0.77	-0.28	-0.50	0.46
76	-0.01	-0.09	-0.31	-0.09	-0.25	0.46
77	0.24	0.22	0.06	0.05	-0.04	0.46
78	0.43	0.48	0.34	0.17	0.12	0.46
79	0.57	0.71	0.55	0.26	0.27	0.46
80	0.68	0.90	0.70	0.34	0.40	0.46
81	0.78	1.07	0.80	0.37	0.52	0.46
82	0.89	1.21	0.86	0.32	0.63	0.46
83	1.02	1.33	0.88	0.17	0.74	0.46
84	1.16	1.44	0.87	-0.10	0.82	0.46
85	1.31	1.53	0.80	-0.48	0.88	0.46
86	1.47	1.63	0.68	-0.94	0.89	0.46
87	1.63	1.73	0.51	-1.43	0.84	0.46
88	1.80	1.86	0.30	-1.88	0.75	0.46
89	1.99	2.04	0.08	-2.26	0.62	0.46
90	2.21	2.29	-0.08	-2.51	0.48	0.46
91	2.48	2.60	-0.16	-2.61	0.36	0.46
92	2.81	2.97	-0.11	-2.59	0.28	0.46
93	3.19	3.36	0.06	-2.46	0.26	0.46
94	3.59	3.71	0.35	-2.28	0.28	0.46
95	3.99	3.95	0.72	-2.08	0.33	0.46
96	4.34	4.03	1.11	-1.90	0.36	0.46
97	4.59	3.94	1.44	-1.78	0.34	0.46
98	4.71	3.66	1.65	-1.72	0.24	0.46
99	4.70	3.24	1.69	-1.72	0.08	0.46
100	4.54	2.71	1.56	-1.76	-0.15	0.46
101	4.25	2.12	1.27	-1.81	-0.41	0.46
