	Gait FB - IOR 1.c3d	Gait FB - IOR 1.c3d	Gait FB - IOR 2.c3d	Gait FB - IOR 2.c3d	Gait FB - IOR 2.c3d	Gait FB - IOR 6.c3d	Gait FB - IOR 6.c3d	Gait FB - IOR 7.c3d	Gait FB - IOR 7.c3d	Gait FB - IOR 8.c3d	Gait FB - IOR 8.c3d	Static.c3d
39	-0.8	-0.6	0.8	0.2	-0.1	0.2	1.4	0.5	1.1	0.7	2.8	-5.5
40	-0.7	-0.4	1.0	0.4	-0.1	0.3	1.5	0.7	1.2	0.9	2.7	-5.5
41	-0.6	-0.3	1.2	0.5	0.0	0.4	1.7	0.9	1.3	1.1	2.5	-5.5
42	-0.4	-0.1	1.4	0.6	0.1	0.5	1.8	1.1	1.3	1.3	2.3	-5.5
43	-0.3	0.0	1.5	0.7	0.1	0.6	1.8	1.4	1.2	1.4	2.1	-5.5
44	-0.2	0.1	1.6	0.7	0.2	0.7	1.9	1.6	1.2	1.6	1.9	-5.5
45	-0.1	0.3	1.7	0.7	0.2	0.8	1.9	1.9	1.1	1.7	1.8	-5.5
46	0.0	0.4	1.7	0.7	0.3	1.0	1.9	2.2	1.0	1.8	1.6	-5.5
47	0.1	0.5	1.7	0.7	0.4	1.1	1.8	2.4	0.9	1.8	1.5	-5.5
48	0.1	0.6	1.6	0.8	0.4	1.3	1.8	2.7	0.8	1.9	1.5	-5.5
49	0.2	0.7	1.6	0.8	0.4	1.5	1.7	2.9	0.8	2.0	1.6	-5.5
50	0.3	0.8	1.5	0.8	0.4	1.6	1.7	3.0	0.8	2.1	1.7	-5.5
51	0.4	0.9	1.5	0.9	0.4	1.8	1.6	3.0	0.8	2.3	1.9	-5.5
52	0.6	1.1	1.4	0.9	0.3	1.9	1.6	2.9	0.9	2.4	2.1	-5.5
53	0.7	1.1	1.4	0.9	0.3	1.9	1.5	2.7	0.9	2.4	2.2	-5.5
54	0.8	1.2	1.3	0.9	0.2	1.9	1.4	2.3	0.9	2.4	2.2	-5.5
55	0.9	1.2	1.2	0.9	0.0	1.8	1.3	1.9	0.8	2.3	2.0	-5.5
56	0.8	1.2	1.1	0.8	-0.2	1.6	1.0	1.3	0.6	2.0	1.6	-5.5
57	0.7	1.1	0.9	0.6	-0.4	1.4	0.7	0.7	0.4	1.7	1.1	-5.5
58	0.4	0.9	0.6	0.5	-0.6	1.2	0.4	0.2	0.0	1.3	0.4	-5.5
59	0.1	0.7	0.4	0.3	-0.7	1.1	0.0	-0.2	-0.3	0.8	-0.3	-5.5
60	-0.2	0.5	0.1	0.1	-0.8	1.0	-0.3	-0.5	-0.6	0.5	-0.9	-5.5
61	-0.6	0.4	-0.1	-0.0	-0.8	1.0	-0.5	-0.7	-0.7	0.2	-1.3	-5.5
62	-0.8	0.4	-0.2	-0.1	-0.7	1.0	-0.6	-0.7	-0.8	0.0	-1.4	-5.5
63	-0.9	0.4	-0.2	-0.1	-0.6	0.9	-0.6	-0.7	-0.7	0.1	-1.4	-5.5
64	-1.0	0.5	-0.2	-0.1	-0.4	0.9	-0.5	-0.5	-0.6	0.2	-1.2	-5.5
65	-0.9	0.7	-0.2	-0.0	-0.3	0.8	-0.5	-0.4	-0.4	0.4	-0.9	-5.5
66	-0.8	0.8	-0.1	0.0	-0.3	0.5	-0.4	-0.3	-0.3	0.6	-0.6	-5.5
67	-0.6	0.9	-0.1	0.1	-0.3	0.2	-0.4	-0.2	-0.2	0.8	-0.4	-5.5
68	-0.5	0.9	-0.0	0.1	-0.4	-0.1	-0.6	-0.3	-0.3	0.8	-0.2	-5.5
69	-0.5	0.8	-0.1	-0.0	-0.6	-0.6	-0.8	-0.5	-0.4	0.8	-0.3	-5.5
70	-0.6	0.7	-0.1	-0.1	-0.8	-1.0	-1.2	-0.8	-0.5	0.6	-0.4	-5.5
71	-0.7	0.5	-0.2	-0.3	-1.0	-1.5	-1.6	-1.1	-0.8	0.3	-0.7	-5.5
72	-1.0	0.3	-0.4	-0.6	-1.3	-2.0	-2.1	-1.6	-1.1	-0.1	-1.1	-5.5
73	-1.3	-0.1	-0.6	-0.9	-1.6	-2.5	-2.6	-2.1	-1.5	-0.5	-1.5	-5.5
74	-1.7	-0.4	-0.9	-1.4	-1.9	-2.9	-3.1	-2.7	-1.9	-1.0	-2.0	-5.5
75	-2.2	-0.8	-1.3	-1.8	-2.3	-3.3	-3.7	-3.2	-2.4	-1.6	-2.5	-5.5
76	-2.6	-1.2	-1.6	-2.2	-2.7	-3.7	-4.3	-3.7	-2.8	-2.1	-3.1	-5.5
77	-3.1	-1.5	-2.0	-2.6	-3.1	-4.1	-4.8	-4.1	-3.3	-2.6	-3.6	-5.5
78	-3.5	-1.9	-2.4	-3.0	-3.4	-4.4	-5.4	-4.5	-3.7	-3.1	-4.1	-5.5
79	-3.9	-2.3	-2.8	-3.4	-3.8	-4.7	-5.9	-4.9	-4.2	-3.5	-4.5	-5.5
80	-4.2	-2.6	-3.1	-3.7	-4.2	-5.0	-6.5	-5.2	-4.6	-4.0	-5.0	-5.5
81	-4.6	-2.9	-3.5	-4.0	-4.5	-5.3	-7.0	-5.5	-5.0	-4.3	-5.3	-5.5
82	-4.9	-3.3	-3.8	-4.3	-4.9	-5.6	-7.4	-5.8	-5.4	-4.7	-5.7	-5.5
83	-5.1	-3.6	-4.0	-4.6	-5.2	-5.9	-7.9	-6.0	-5.7	-5.1	-6.0	-5.5
84	-5.4	-3.9	-4.3	-4.9	-5.6	-6.2	-8.3	-6.3	-6.1	-5.4	-6.3	-5.5
85	-5.7	-4.2	-4.6	-5.2	-6.0	-6.5	-8.7	-6.5	-6.5	-5.7	-6.6	-5.5
86	-5.9	-4.5	-4.8	-5.5	-6.5	-6.8	-9.0	-6.7	-7.0	-6.1	-7.0	-5.5
87	-6.2	-4.9	-5.1	-5.8	-6.9	-7.1	-9.3	-7.0	-7.4	-6.3	-7.3	-5.5
88	-6.4	-5.2	-5.3	-6.1	-7.3	-7.4	-9.6	-7.1	-7.8	-6.6	-7.7	-5.5
89	-6.6	-5.5	-5.6	-6.4	-7.7	-7.7	-9.9	-7.3	-8.1	-6.7	-8.1	-5.5
90	-6.8	-5.8	-5.9	-6.8	-8.1	-8.0	-10.2	-7.5	-8.4	-6.9	-8.5	-5.5
91	-7.0	-6.1	-6.1	-7.1	-8.3	-8.3	-10.4	-7.6	-8.6	-7.0	-8.8	-5.5
92	-7.2	-6.4	-6.4	-7.5	-8.4	-8.6	-10.6	-7.6	-8.7	-7.1	-9.2	-5.5
93	-7.3	-6.7	-6.7	-7.9	-8.5	-8.9	-10.7	-7.6	-8.8	-7.2	-9.4	-5.5
94	-7.5	-6.9	-7.1	-8.2	-8.4	-9.1	-10.8	-7.6	-8.8	-7.3	-9.6	-5.4
95	-7.6	-7.1	-7.4	-8.5	-8.3	-9.3	-10.8	-7.5	-8.9	-7.4	-9.6	-5.4
96	-7.7	-7.2	-7.7	-8.8	-8.2	-9.5	-10.7	-7.5	-8.9	-7.5	-9.7	-5.4
97	-7.8	-7.3	-8.0	-8.9	-8.2	-9.6	-10.7	-7.5	-9.0	-7.7	-9.7	-5.4
98	-7.9	-7.4	-8.2	-9.0	-8.1	-9.8	-10.7	-7.5	-9.2	-7.8	-9.8	-5.4
99	-8.1	-7.5	-8.4	-9.0	-8.1	-9.9	-10.8	-7.7	-9.4	-8.0	-9.9	-5.4
100	-8.3	-7.5	-8.6	-9.0	-8.2	-10.1	-10.9	-7.9	-9.6	-8.3	-10.1	-5.4
101	-8.5	-7.6	-8.8	-8.9	-8.3	-10.4	-11.0	-8.2	-9.8	-8.6	-10.3	-5.4
