	Gait FB - IOR 1.c3d	Gait FB - IOR 1.c3d	Gait FB - IOR 1.c3d	Gait FB - IOR 2.c3d	Gait FB - IOR 2.c3d	Gait FB - IOR 6.c3d	Gait FB - IOR 6.c3d	Gait FB - IOR 6.c3d	Gait FB - IOR 7.c3d	Gait FB - IOR 7.c3d	Gait FB - IOR 7.c3d	Gait FB - IOR 8.c3d	Gait FB - IOR 8.c3d	Static.c3d
20	-4.50	-6.66	-3.61	-3.42	-4.02	-5.85	-9.55	-9.67	-3.10	-10.45	-9.09	-7.92	-8.03	-0.19
21	-4.78	-6.65	-3.72	-3.39	-4.03	-5.97	-9.39	-9.67	-3.26	-10.44	-9.28	-7.80	-8.10	-0.19
22	-5.03	-6.57	-3.78	-3.34	-4.05	-5.98	-9.18	-9.56	-3.44	-10.32	-9.32	-7.57	-8.09	-0.19
23	-5.19	-6.44	-3.80	-3.24	-4.03	-5.91	-8.95	-9.37	-3.60	-10.10	-9.22	-7.28	-8.00	-0.19
24	-5.23	-6.29	-3.78	-3.07	-3.96	-5.79	-8.71	-9.13	-3.69	-9.82	-9.03	-6.96	-7.85	-0.19
25	-5.17	-6.14	-3.72	-2.86	-3.84	-5.64	-8.48	-8.87	-3.67	-9.50	-8.78	-6.68	-7.66	-0.19
26	-5.05	-6.01	-3.65	-2.65	-3.70	-5.49	-8.27	-8.60	-3.55	-9.18	-8.54	-6.47	-7.47	-0.19
27	-4.91	-5.90	-3.57	-2.48	-3.56	-5.36	-8.11	-8.35	-3.36	-8.89	-8.34	-6.35	-7.31	-0.19
28	-4.82	-5.82	-3.50	-2.40	-3.45	-5.27	-7.97	-8.12	-3.16	-8.63	-8.20	-6.32	-7.17	-0.19
29	-4.78	-5.76	-3.46	-2.40	-3.39	-5.22	-7.84	-7.92	-2.99	-8.41	-8.11	-6.36	-7.07	-0.19
30	-4.79	-5.71	-3.45	-2.49	-3.35	-5.22	-7.71	-7.73	-2.88	-8.21	-8.06	-6.44	-6.97	-0.19
31	-4.82	-5.67	-3.44	-2.62	-3.32	-5.23	-7.56	-7.54	-2.83	-8.01	-8.02	-6.51	-6.87	-0.19
32	-4.85	-5.61	-3.43	-2.77	-3.26	-5.24	-7.37	-7.33	-2.83	-7.78	-7.97	-6.54	-6.74	-0.19
33	-4.85	-5.51	-3.39	-2.89	-3.16	-5.22	-7.13	-7.10	-2.83	-7.51	-7.88	-6.49	-6.57	-0.19
34	-4.80	-5.35	-3.31	-2.93	-3.02	-5.14	-6.84	-6.82	-2.83	-7.18	-7.72	-6.36	-6.33	-0.19
35	-4.70	-5.11	-3.18	-2.88	-2.83	-4.99	-6.50	-6.49	-2.78	-6.79	-7.51	-6.14	-6.03	-0.19
36	-4.55	-4.81	-3.01	-2.73	-2.63	-4.74	-6.14	-6.10	-2.70	-6.34	-7.23	-5.88	-5.69	-0.19
37	-4.36	-4.47	-2.80	-2.51	-2.41	-4.44	-5.74	-5.68	-2.56	-5.87	-6.90	-5.60	-5.34	-0.19
38	-4.12	-4.10	-2.57	-2.26	-2.21	-4.09	-5.32	-5.24	-2.39	-5.37	-6.57	-5.34	-4.99	-0.19
39	-3.86	-3.75	-2.34	-2.03	-2.05	-3.75	-4.89	-4.80	-2.20	-4.86	-6.24	-5.09	-4.68	-0.19
40	-3.61	-3.41	-2.11	-1.84	-1.95	-3.47	-4.47	-4.40	-1.99	-4.36	-5.97	-4.84	-4.40	-0.19
41	-3.40	-3.12	-1.89	-1.72	-1.91	-3.26	-4.08	-4.04	-1.78	-3.90	-5.75	-4.58	-4.14	-0.19
42	-3.25	-2.87	-1.70	-1.68	-1.94	-3.15	-3.71	-3.72	-1.59	-3.48	-5.61	-4.32	-3.90	-0.19
43	-3.19	-2.68	-1.54	-1.69	-2.02	-3.12	-3.39	-3.45	-1.41	-3.12	-5.54	-4.08	-3.66	-0.19
44	-3.21	-2.54	-1.44	-1.75	-2.15	-3.17	-3.12	-3.24	-1.28	-2.83	-5.54	-3.90	-3.43	-0.19
45	-3.33	-2.48	-1.41	-1.85	-2.31	-3.28	-2.91	-3.10	-1.21	-2.64	-5.60	-3.78	-3.23	-0.19
46	-3.52	-2.50	-1.47	-2.00	-2.49	-3.43	-2.78	-3.03	-1.19	-2.56	-5.68	-3.73	-3.08	-0.19
47	-3.77	-2.60	-1.62	-2.21	-2.66	-3.59	-2.75	-3.00	-1.23	-2.60	-5.73	-3.72	-2.99	-0.19
48	-4.01	-2.77	-1.84	-2.45	-2.79	-3.74	-2.78	-2.98	-1.31	-2.75	-5.71	-3.73	-2.96	-0.19
49	-4.20	-3.00	-2.11	-2.70	-2.86	-3.84	-2.88	-2.93	-1.40	-2.96	-5.61	-3.72	-2.98	-0.19
50	-4.28	-3.24	-2.40	-2.92	-2.83	-3.86	-2.98	-2.83	-1.47	-3.18	-5.38	-3.63	-3.00	-0.19
51	-4.19	-3.44	-2.63	-3.06	-2.71	-3.76	-3.04	-2.65	-1.49	-3.34	-5.03	-3.45	-2.96	-0.19
52	-3.94	-3.53	-2.74	-3.10	-2.51	-3.53	-2.99	-2.38	-1.42	-3.36	-4.56	-3.13	-2.82	-0.19
53	-3.55	-3.49	-2.69	-3.03	-2.27	-3.20	-2.80	-2.02	-1.28	-3.20	-4.00	-2.71	-2.57	-0.19
54	-3.11	-3.30	-2.47	-2.88	-2.06	-2.83	-2.46	-1.61	-1.07	-2.88	-3.41	-2.22	-2.25	-0.19
55	-2.71	-3.00	-2.13	-2.69	-1.94	-2.52	-2.04	-1.22	-0.85	-2.47	-2.88	-1.75	-1.95	-0.19
56	-2.45	-2.67	-1.75	-2.51	-2.00	-2.37	-1.64	-0.95	-0.70	-2.07	-2.51	-1.39	-1.76	-0.19
57	-2.41	-2.40	-1.42	-2.38	-2.27	-2.46	-1.36	-0.90	-0.70	-1.77	-2.34	-1.21	-1.76	-0.19
58	-2.66	-2.27	-1.25	-2.36	-2.81	-2.89	-1.32	-1.18	-0.91	-1.66	-2.40	-1.30	-2.01	-0.19
59	-3.26	-2.35	-1.33	-2.50	-3.64	-3.69	-1.63	-1.87	-1.39	-1.84	-2.73	-1.74	-2.55	-0.19
60	-4.22	-2.71	-1.72	-2.87	-4.74	-4.88	-2.35	-3.00	-2.21	-2.40	-3.38	-2.63	-3.38	-0.19
61	-5.49	-3.38	-2.46	-3.54	-6.08	-6.39	-3.53	-4.53	-3.40	-3.39	-4.39	-4.02	-4.48	-0.19
62	-6.93	-4.35	-3.55	-4.53	-7.51	-8.07	-5.13	-6.34	-4.96	-4.79	-5.75	-5.88	-5.78	-0.19
63	-8.32	-5.55	-4.92	-5.79	-8.87	-9.71	-7.01	-8.23	-6.78	-6.48	-7.34	-8.02	-7.16	-0.19
64	-9.44	-6.82	-6.41	-7.16	-9.96	-11.08	-8.95	-10.00	-8.68	-8.24	-8.97	-10.16	-8.45	-0.19
65	-10.15	-7.97	-7.84	-8.45	-10.64	-12.04	-10.70	-11.45	-10.41	-9.82	-10.43	-12.00	-9.50	-0.19
66	-10.38	-8.85	-8.98	-9.48	-10.88	-12.51	-12.05	-12.52	-11.75	-11.03	-11.55	-13.29	-10.19	-0.19
67	-10.20	-9.38	-9.69	-10.13	-10.68	-12.52	-12.90	-13.17	-12.57	-11.77	-12.26	-13.92	-10.46	-0.19
68	-9.71	-9.57	-9.91	-10.40	-10.16	-12.14	-13.22	-13.45	-12.84	-12.07	-12.56	-13.87	-10.33	-0.19
69	-9.06	-9.46	-9.69	-10.35	-9.45	-11.50	-13.08	-13.45	-12.63	-12.02	-12.51	-13.28	-9.89	-0.18
70	-8.38	-9.18	-9.13	-10.10	-8.71	-10.73	-12.63	-13.27	-12.10	-11.74	-12.21	-12.33	-9.28	-0.18
71	-7.74	-8.83	-8.37	-9.77	-8.07	-9.97	-12.01	-13.03	-11.41	-11.34	-11.78	-11.24	-8.65	-0.18
72	-7.19	-8.52	-7.55	-9.44	-7.60	-9.30	-11.37	-12.80	-10.74	-10.94	-11.31	-10.17	-8.12	-0.18
73	-6.69	-8.29	-6.80	-9.15	-7.34	-8.76	-10.81	-12.63	-10.22	-10.58	-10.90	-9.20	-7.75	-0.18
74	-6.22	-8.16	-6.18	-8.92	-7.23	-8.33	-10.36	-12.54	-9.87	-10.29	-10.54	-8.34	-7.53	-0.18
75	-5.73	-8.08	-5.72	-8.69	-7.20	-7.97	-10.00	-12.48	-9.68	-10.02	-10.23	-7.52	-7.39	-0.18
76	-5.20	-7.99	-5.42	-8.41	-7.15	-7.61	-9.67	-12.39	-9.56	-9.74	-9.89	-6.69	-7.27	-0.18
77	-4.61	-7.84	-5.21	-8.01	-6.99	-7.17	-9.29	-12.20	-9.37	-9.37	-9.45	-5.77	-7.09	-0.18
78	-3.98	-7.56	-5.04	-7.44	-6.66	-6.63	-8.81	-11.80	-9.02	-8.85	-8.83	-4.77	-6.81	-0.18
79	-3.32	-7.11	-4.86	-6.68	-6.14	-5.98	-8.19	-11.12	-8.40	-8.15	-7.99	-3.70	-6.39	-0.18
80	-2.66	-6.47	-4.60	-5.76	-5.44	-5.24	-7.40	-10.14	-7.50	-7.26	-6.96	-2.62	-5.88	-0.18
81	-2.05	-5.62	-4.26	-4.73	-4.65	-4.47	-6.49	-8.86	-6.35	-6.22	-5.79	-1.58	-5.32	-0.18
82	-1.53	-4.62	-3.82	-3.66	-3.84	-3.73	-5.50	-7.38	-5.07	-5.11	-4.59	-0.66	-4.81	-0.18
83	-1.19	-3.55	-3.31	-2.63	-3.14	-3.06	-4.51	-5.87	-3.80	-4.04	-3.47	0.09	-4.46	-0.18
84	-1.06	-2.54	-2.74	-1.73	-2.62	-2.53	-3.60	-4.48	-2.66	-3.12	-2.54	0.59	-4.34	-0.18
85	-1.23	-1.72	-2.14	-1.05	-2.38	-2.19	-2.85	-3.37	-1.78	-2.48	-1.89	0.79	-4.48	-0.18
86	-1.70	-1.21	-1.59	-0.67	-2.45	-2.12	-2.32	-2.63	-1.27	-2.19	-1.60	0.62	-4.92	-0.18
87	-2.51	-1.08	-1.19	-0.65	-2.88	-2.37	-2.08	-2.33	-1.18	-2.31	-1.74	0.04	-5.64	-0.18
88	-3.60	-1.36	-1.07	-1.05	-3.67	-2.99	-2.18	-2.54	-1.53	-2.83	-2.36	-0.96	-6.62	-0.18
89	-4.92	-2.04	-1.31	-1.89	-4.83	-4.00	-2.66	-3.25	-2.30	-3.74	-3.44	-2.37	-7.75	-0.18
90	-6.32	-3.09	-1.98	-3.12	-6.30	-5.35	-3.51	-4.45	-3.39	-4.95	-4.88	-4.12	-8.93	-0.18
91	-7.68	-4.39	-3.08	-4.61	-7.96	-6.93	-4.67	-6.03	-4.66	-6.33	-6.51	-6.11	-10.00	-0.18
92	-8.86	-5.80	-4.55	-6.14	-9.64	-8.57	-6.01	-7.81	-5.95	-7.72	-8.12	-8.15	-10.84	-0.18
93	-9.77	-7.09	-6.28	-7.52	-11.13	-10.07	-7.38	-9.59	-7.09	-8.94	-9.49	-10.07	-11.37	-0.18
94	-10.39	-8.08	-8.09	-8.60	-12.27	-11.25	-8.60	-11.17	-7.98	-9.86	-10.52	-11.67	-11.59	-0.18
95	-10.72	-8.66	-9.78	-9.33	-12.97	-12.01	-9.55	-12.39	-8.57	-10.41	-11.19	-12.84	-11.55	-0.18
96	-10.81	-8.81	-11.17	-9.76	-13.22	-12.36	-10.18	-13.18	-8.93	-10.58	-11.57	-13.52	-11.34	-0.18
97	-10.71	-8.59	-12.13	-9.98	-13.04	-12.37	-10.50	-13.55	-9.09	-10.40	-11.77	-13.74	-11.03	-0.18
98	-10.48	-8.11	-12.63	-10.03	-12.51	-12.17	-10.58	-13.58	-9.13	-9.94	-11.88	-13.58	-10.70	-0.18
99	-10.19	-7.49	-12.69	-9.96	-11.74	-11.87	-10.50	-13.34	-9.10	-9.27	-11.97	-13.13	-10.36	-0.18
100	-9.90	-6.82	-12.41	-9.75	-10.85	-11.58	-10.34	-12.93	-9.06	-8.48	-12.08	-12.52	-9.99	-0.18
101	-9.63	-6.16	-11.89	-9.38	-9.96	-11.32	-10.19	-12.44	-9.07	-7.67	-12.21	-11.81	-9.49	-0.18
