	Gait FB - IOR 1.c3d	Gait FB - IOR 1.c3d	Gait FB - IOR 2.c3d	Gait FB - IOR 2.c3d	Gait FB - IOR 2.c3d	Gait FB - IOR 6.c3d	Gait FB - IOR 6.c3d	Gait FB - IOR 7.c3d	Gait FB - IOR 7.c3d	Gait FB - IOR 8.c3d	Gait FB - IOR 8.c3d	Static.c3d
9	-4.56	-2.61	-3.16	-4.18	-1.17	-3.20	-4.58	-1.47	-1.01	-3.46	-7.41	-0.38
10	-3.59	-1.73	-2.25	-3.29	-0.76	-2.66	-3.69	-1.15	-0.37	-3.35	-7.06	-0.38
11	-3.15	-1.33	-1.86	-2.90	-0.96	-2.64	-3.26	-1.35	-0.25	-3.64	-6.94	-0.38
12	-3.29	-1.41	-1.98	-2.97	-1.57	-3.06	-3.28	-1.89	-0.51	-4.16	-6.98	-0.38
13	-3.89	-1.88	-2.43	-3.35	-2.38	-3.75	-3.62	-2.55	-0.95	-4.73	-7.07	-0.38
14	-4.74	-2.53	-3.02	-3.88	-3.15	-4.50	-4.15	-3.15	-1.40	-5.25	-7.14	-0.38
15	-5.62	-3.18	-3.57	-4.41	-3.73	-5.17	-4.72	-3.59	-1.73	-5.67	-7.13	-0.38
16	-6.35	-3.70	-3.95	-4.86	-4.03	-5.68	-5.21	-3.84	-1.89	-5.98	-7.04	-0.38
17	-6.86	-4.04	-4.15	-5.19	-4.08	-5.99	-5.55	-3.92	-1.92	-6.19	-6.87	-0.38
18	-7.11	-4.19	-4.17	-5.37	-3.90	-6.11	-5.68	-3.87	-1.87	-6.31	-6.63	-0.38
19	-7.14	-4.19	-4.07	-5.42	-3.58	-6.07	-5.60	-3.74	-1.79	-6.32	-6.33	-0.38
20	-7.00	-4.08	-3.87	-5.36	-3.17	-5.90	-5.34	-3.55	-1.70	-6.22	-5.96	-0.38
21	-6.76	-3.90	-3.61	-5.21	-2.73	-5.64	-4.94	-3.32	-1.60	-6.03	-5.55	-0.38
22	-6.45	-3.68	-3.31	-4.98	-2.31	-5.31	-4.48	-3.07	-1.47	-5.77	-5.12	-0.38
23	-6.10	-3.45	-3.00	-4.72	-1.94	-4.98	-4.01	-2.82	-1.31	-5.48	-4.70	-0.38
24	-5.74	-3.22	-2.69	-4.46	-1.65	-4.68	-3.57	-2.59	-1.14	-5.19	-4.33	-0.39
25	-5.40	-3.03	-2.42	-4.25	-1.43	-4.43	-3.20	-2.39	-0.98	-4.93	-3.99	-0.39
26	-5.08	-2.87	-2.19	-4.09	-1.28	-4.23	-2.89	-2.21	-0.85	-4.73	-3.69	-0.39
27	-4.77	-2.73	-1.99	-3.99	-1.19	-4.09	-2.63	-2.05	-0.77	-4.61	-3.43	-0.39
28	-4.48	-2.61	-1.85	-3.92	-1.14	-3.98	-2.42	-1.89	-0.73	-4.58	-3.21	-0.39
29	-4.19	-2.50	-1.74	-3.86	-1.09	-3.90	-2.23	-1.72	-0.71	-4.61	-3.01	-0.39
30	-3.91	-2.41	-1.67	-3.81	-1.05	-3.82	-2.07	-1.53	-0.68	-4.67	-2.82	-0.39
31	-3.62	-2.31	-1.62	-3.75	-0.98	-3.69	-1.89	-1.30	-0.61	-4.68	-2.61	-0.39
32	-3.32	-2.20	-1.57	-3.66	-0.89	-3.51	-1.67	-1.03	-0.49	-4.62	-2.35	-0.39
33	-3.00	-2.06	-1.49	-3.53	-0.77	-3.26	-1.39	-0.71	-0.28	-4.45	-2.05	-0.39
34	-2.66	-1.88	-1.36	-3.36	-0.63	-2.93	-1.03	-0.35	0.01	-4.19	-1.75	-0.39
35	-2.31	-1.64	-1.18	-3.14	-0.45	-2.54	-0.61	0.04	0.37	-3.88	-1.45	-0.39
36	-1.96	-1.35	-0.95	-2.89	-0.25	-2.13	-0.15	0.45	0.77	-3.52	-1.20	-0.39
37	-1.61	-1.03	-0.68	-2.62	-0.03	-1.70	0.33	0.87	1.16	-3.16	-0.99	-0.39
38	-1.28	-0.68	-0.39	-2.34	0.20	-1.28	0.79	1.29	1.53	-2.78	-0.81	-0.39
39	-0.96	-0.34	-0.08	-2.06	0.41	-0.86	1.23	1.71	1.86	-2.39	-0.65	-0.39
40	-0.66	-0.03	0.24	-1.78	0.58	-0.43	1.64	2.11	2.15	-1.98	-0.49	-0.39
41	-0.38	0.26	0.56	-1.53	0.71	-0.01	2.00	2.48	2.41	-1.57	-0.31	-0.39
42	-0.09	0.50	0.89	-1.31	0.80	0.40	2.32	2.82	2.65	-1.16	-0.10	-0.39
43	0.20	0.72	1.23	-1.13	0.85	0.78	2.60	3.12	2.87	-0.78	0.13	-0.39
44	0.49	0.93	1.59	-0.96	0.87	1.11	2.84	3.38	3.06	-0.43	0.35	-0.39
45	0.75	1.16	1.96	-0.80	0.88	1.40	3.06	3.60	3.23	-0.11	0.53	-0.40
46	0.97	1.39	2.34	-0.62	0.89	1.65	3.24	3.77	3.36	0.17	0.66	-0.40
47	1.16	1.64	2.74	-0.41	0.91	1.89	3.40	3.91	3.46	0.43	0.73	-0.40
48	1.31	1.89	3.13	-0.18	0.96	2.15	3.56	4.06	3.53	0.68	0.79	-0.40
49	1.43	2.12	3.52	0.09	1.06	2.44	3.74	4.27	3.60	0.94	0.86	-0.40
50	1.54	2.34	3.90	0.37	1.24	2.80	3.96	4.55	3.72	1.26	0.99	-0.40
51	1.69	2.56	4.28	0.69	1.53	3.20	4.23	4.92	3.94	1.65	1.24	-0.40
52	1.92	2.78	4.64	1.02	1.96	3.62	4.56	5.32	4.28	2.11	1.62	-0.40
53	2.26	3.02	4.99	1.37	2.50	4.00	4.92	5.70	4.73	2.62	2.11	-0.40
54	2.70	3.26	5.30	1.69	3.09	4.23	5.24	5.96	5.24	3.10	2.64	-0.40
55	3.17	3.47	5.51	1.94	3.62	4.21	5.43	5.99	5.72	3.47	3.09	-0.40
56	3.58	3.60	5.58	2.01	3.97	3.79	5.35	5.69	6.02	3.58	3.31	-0.40
57	3.81	3.59	5.41	1.80	3.98	2.87	4.88	4.96	5.99	3.31	3.16	-0.40
58	3.71	3.35	4.93	1.19	3.52	1.36	3.89	3.71	5.47	2.51	2.53	-0.40
59	3.16	2.80	4.05	0.10	2.50	-0.70	2.30	1.89	4.33	1.11	1.37	-0.40
60	2.08	1.85	2.72	-1.50	0.92	-3.21	0.12	-0.45	2.54	-0.88	-0.32	-0.40
61	0.43	0.44	0.92	-3.52	-1.13	-5.90	-2.55	-3.18	0.17	-3.35	-2.42	-0.40
62	-1.75	-1.43	-1.26	-5.78	-3.47	-8.48	-5.46	-6.05	-2.57	-6.02	-4.73	-0.40
63	-4.25	-3.67	-3.62	-8.00	-5.86	-10.64	-8.31	-8.73	-5.39	-8.57	-6.98	-0.40
64	-6.80	-6.05	-5.87	-9.92	-8.01	-12.19	-10.76	-10.96	-7.97	-10.69	-8.89	-0.40
65	-9.06	-8.30	-7.75	-11.32	-9.73	-13.06	-12.58	-12.54	-10.03	-12.15	-10.26	-0.40
66	-10.79	-10.14	-9.05	-12.11	-10.88	-13.33	-13.71	-13.46	-11.44	-12.90	-11.03	-0.41
67	-11.84	-11.37	-9.71	-12.34	-11.49	-13.16	-14.20	-13.78	-12.20	-13.01	-11.27	-0.41
68	-12.27	-11.94	-9.82	-12.12	-11.63	-12.73	-14.21	-13.68	-12.42	-12.66	-11.13	-0.41
69	-12.21	-11.92	-9.51	-11.64	-11.47	-12.25	-13.95	-13.36	-12.28	-12.09	-10.82	-0.41
70	-11.86	-11.49	-9.01	-11.08	-11.15	-11.84	-13.58	-13.00	-11.98	-11.53	-10.51	-0.41
71	-11.42	-10.82	-8.52	-10.59	-10.82	-11.56	-13.23	-12.70	-11.65	-11.12	-10.31	-0.41
72	-11.03	-10.12	-8.17	-10.26	-10.52	-11.41	-12.97	-12.50	-11.37	-10.93	-10.29	-0.41
73	-10.75	-9.48	-8.02	-10.10	-10.29	-11.32	-12.80	-12.38	-11.15	-10.93	-10.39	-0.41
74	-10.60	-8.94	-8.07	-10.06	-10.07	-11.24	-12.72	-12.28	-10.95	-11.02	-10.53	-0.41
75	-10.54	-8.47	-8.22	-10.04	-9.82	-11.10	-12.68	-12.11	-10.73	-11.09	-10.63	-0.41
76	-10.50	-8.02	-8.37	-9.96	-9.47	-10.84	-12.63	-11.80	-10.44	-11.06	-10.59	-0.41
77	-10.44	-7.54	-8.43	-9.74	-8.97	-10.41	-12.52	-11.29	-10.01	-10.83	-10.34	-0.41
78	-10.29	-6.98	-8.32	-9.35	-8.28	-9.77	-12.28	-10.52	-9.40	-10.35	-9.85	-0.41
79	-9.98	-6.32	-8.01	-8.80	-7.42	-8.90	-11.85	-9.45	-8.55	-9.60	-9.13	-0.41
80	-9.46	-5.58	-7.50	-8.11	-6.43	-7.82	-11.20	-8.11	-7.43	-8.62	-8.21	-0.41
81	-8.68	-4.76	-6.83	-7.34	-5.36	-6.58	-10.28	-6.57	-6.08	-7.46	-7.17	-0.41
82	-7.63	-3.86	-6.06	-6.55	-4.29	-5.29	-9.09	-4.95	-4.62	-6.24	-6.12	-0.41
83	-6.37	-2.92	-5.26	-5.82	-3.28	-4.06	-7.68	-3.42	-3.20	-5.10	-5.18	-0.41
84	-5.05	-1.99	-4.53	-5.21	-2.39	-3.03	-6.13	-2.12	-1.97	-4.13	-4.45	-0.41
85	-3.81	-1.17	-3.96	-4.75	-1.67	-2.30	-4.58	-1.13	-1.02	-3.41	-3.96	-0.41
86	-2.82	-0.52	-3.59	-4.45	-1.15	-1.91	-3.17	-0.46	-0.39	-2.95	-3.71	-0.41
87	-2.14	-0.10	-3.43	-4.29	-0.87	-1.90	-2.03	-0.10	-0.08	-2.72	-3.66	-0.42
88	-1.78	0.11	-3.49	-4.24	-0.84	-2.25	-1.23	-0.08	-0.07	-2.72	-3.77	-0.42
89	-1.70	0.12	-3.75	-4.33	-1.09	-2.97	-0.82	-0.43	-0.35	-2.93	-4.05	-0.42
90	-1.91	-0.04	-4.19	-4.62	-1.69	-4.06	-0.85	-1.21	-0.95	-3.39	-4.51	-0.42
91	-2.46	-0.42	-4.81	-5.20	-2.70	-5.53	-1.37	-2.41	-1.94	-4.13	-5.17	-0.42
92	-3.38	-1.12	-5.63	-6.15	-4.15	-7.32	-2.43	-3.99	-3.36	-5.18	-6.07	-0.42
93	-4.66	-2.28	-6.64	-7.45	-6.01	-9.32	-4.01	-5.84	-5.20	-6.53	-7.17	-0.42
94	-6.20	-3.98	-7.82	-9.01	-8.13	-11.39	-6.05	-7.82	-7.37	-8.08	-8.40	-0.42
95	-7.84	-6.13	-9.09	-10.64	-10.24	-13.31	-8.38	-9.77	-9.68	-9.69	-9.63	-0.42
96	-9.40	-8.52	-10.37	-12.13	-12.08	-14.90	-10.77	-11.55	-11.89	-11.15	-10.73	-0.42
97	-10.70	-10.81	-11.52	-13.26	-13.41	-16.03	-12.98	-13.04	-13.78	-12.28	-11.61	-0.42
98	-11.62	-12.69	-12.46	-13.91	-14.12	-16.60	-14.80	-14.16	-15.20	-12.96	-12.20	-0.42
99	-12.11	-13.91	-13.12	-14.04	-14.21	-16.61	-16.08	-14.81	-16.04	-13.15	-12.49	-0.42
100	-12.17	-14.39	-13.45	-13.67	-13.77	-16.11	-16.72	-14.92	-16.29	-12.90	-12.46	-0.42
101	-11.82	-14.16	-13.41	-12.87	-12.94	-15.20	-16.72	-14.43	-15.97	-12.33	-12.12	-0.42
